Cohort,FPR,TPR
GSE236713,0.19245283018867926,0.4745762711864407
GSE236713,0.21132075471698114,0.4745762711864407
GSE236713,0.21132075471698114,0.4915254237288136
GSE236713,0.2188679245283019,0.4915254237288136
GSE236713,0.2188679245283019,0.5084745762711864
GSE236713,0.2792452830188679,0.5084745762711864
GSE236713,0.2792452830188679,0.5254237288135594
GSE236713,0.2981132075471698,0.5254237288135594
GSE236713,0.2981132075471698,0.5423728813559322
GSE236713,0.30566037735849055,0.5423728813559322
GSE236713,0.30566037735849055,0.559322033898305
GSE236713,0.3132075471698113,0.559322033898305
GSE236713,0.3132075471698113,0.5932203389830508
GSE236713,0.36981132075471695,0.5932203389830508
GSE236713,0.36981132075471695,0.6271186440677966
GSE236713,0.37358490566037733,0.6271186440677966
GSE236713,0.37358490566037733,0.6610169491525424
GSE236713,0.39622641509433965,0.6610169491525424
GSE236713,0.39622641509433965,0.6779661016949152
GSE236713,0.4226415094339623,0.6779661016949152
GSE236713,0.4226415094339623,0.6949152542372882
GSE236713,0.44150943396226416,0.6949152542372882
GSE236713,0.44150943396226416,0.711864406779661
GSE236713,0.47547169811320755,0.711864406779661
GSE236713,0.47547169811320755,0.7288135593220338
GSE236713,0.47924528301886793,0.7288135593220338
GSE236713,0.47924528301886793,0.7457627118644068
GSE236713,0.49056603773584906,0.7457627118644068
GSE236713,0.49056603773584906,0.7627118644067796
GSE236713,0.5169811320754717,0.7627118644067796
GSE236713,0.5169811320754717,0.7796610169491526
GSE236713,0.5283018867924528,0.7796610169491526
GSE236713,0.5283018867924528,0.7966101694915254
GSE236713,0.5773584905660377,0.7966101694915254
GSE236713,0.5773584905660377,0.8135593220338984
GSE236713,0.6226415094339622,0.8135593220338984
GSE236713,0.6226415094339622,0.8305084745762712
GSE236713,0.7056603773584905,0.8305084745762712
GSE236713,0.7056603773584905,0.847457627118644
GSE236713,0.7132075471698113,0.847457627118644
GSE236713,0.7132075471698113,0.8813559322033898
GSE236713,0.7584905660377359,0.8813559322033898
GSE236713,0.7584905660377359,0.8983050847457628
GSE236713,0.7811320754716982,0.8983050847457628
GSE236713,0.7811320754716982,0.9152542372881356
GSE236713,0.8037735849056604,0.9152542372881356
GSE236713,0.8037735849056604,0.9322033898305084
GSE236713,0.8226415094339623,0.9322033898305084
GSE236713,0.8226415094339623,0.9491525423728814
