Cohort,FPR,TPR
GSE54514,0.8958333333333334,0.967741935483871
GSE54514,0.9166666666666666,0.967741935483871
GSE54514,0.9166666666666666,1.0
GSE54514,1.0,1.0
GSE95233,0.0,0.0
GSE95233,0.0,0.029411764705882353
GSE95233,0.0,0.058823529411764705
GSE95233,0.014705882352941176,0.058823529411764705
GSE95233,0.014705882352941176,0.14705882352941177
GSE95233,0.029411764705882353,0.14705882352941177
GSE95233,0.029411764705882353,0.23529411764705882
GSE95233,0.058823529411764705,0.23529411764705882
GSE95233,0.058823529411764705,0.2647058823529412
GSE95233,0.08823529411764706,0.2647058823529412
GSE95233,0.08823529411764706,0.4411764705882353
GSE95233,0.10294117647058823,0.4411764705882353
GSE95233,0.10294117647058823,0.47058823529411764
GSE95233,0.1323529411764706,0.47058823529411764
GSE95233,0.1323529411764706,0.5294117647058824
GSE95233,0.14705882352941177,0.5294117647058824
GSE95233,0.14705882352941177,0.5882352941176471
GSE95233,0.19117647058823528,0.5882352941176471
GSE95233,0.19117647058823528,0.6176470588235294
GSE95233,0.20588235294117646,0.6176470588235294
GSE95233,0.20588235294117646,0.6470588235294118
GSE95233,0.22058823529411764,0.6470588235294118
GSE95233,0.22058823529411764,0.6764705882352942
GSE95233,0.29411764705882354,0.6764705882352942
GSE95233,0.29411764705882354,0.7058823529411765
GSE95233,0.3235294117647059,0.7058823529411765
GSE95233,0.3235294117647059,0.7352941176470589
GSE95233,0.45588235294117646,0.7352941176470589
GSE95233,0.45588235294117646,0.7647058823529411
GSE95233,0.5147058823529411,0.7647058823529411
GSE95233,0.5147058823529411,0.7941176470588235
GSE95233,0.5441176470588235,0.7941176470588235
GSE95233,0.5441176470588235,0.8529411764705882
